member_id,name,join_date,age,gender,postcode,phone,referred_by_member,_true_cohort,cancellation_requested
M0225,Bradley Johnson DDS,2026-09-02,21,male,3006,(02)-4384-2797,True,new_joiner,
M0403,Robert Charles,2025-03-29,33,female,3006,(07)78077406,False,winback,
M0398,Alexander Luna,2026-05-23,26,prefer_not_to_say,3350,+61.441.326.111,False,winback,
M0128,James Brooks,2025-12-22,20,female,3008,+61 2 5305 1522,False,steady,
M0286,Nicholas Aguirre,2025-08-30,36,prefer_not_to_say,3141,6868.5487,False,sliding,
M0412,Robert Richards,2025-08-12,35,male,3121,+61 3 0097 9251,True,winback,
M0108,Leslie Rose,2026-03-12,38,female,3006,(02)-3690-0343,False,steady,
M0371,Karen Mack,2025-12-05,40,female,3141,(02)62473149,False,sleeping_dog,2026-09-05T20:31:00
M0326,Marcia Wu,2025-07-29,25,male,3220,0437-550-375,False,sleeping_dog,
M0134,Evelyn Williams,2025-11-19,23,male,3004,0452-772-217,False,steady,
M0453,Steven Huang,2026-02-18,32,female,3006,+61.2.4521.1175,False,winback,
M0045,James Snow,2026-03-02,18,prefer_not_to_say,3008,+61-3-7346-7065,True,steady,
M0461,Scott Murphy,2024-09-01,30,female,3182,+61-3-3901-9817,False,winback,
M0066,Susan Serrano,2025-07-06,27,male,3006,0249.9471,False,steady,
M0284,James Nash,2025-12-26,30,male,3220,8989-9217,False,sliding,
M0086,Morgan Davis,2026-04-18,36,female,3182,(07)-6232-8588,False,steady,
M0243,Dennis Williams,2026-09-10,18,male,3008,6848-6661,False,new_joiner,
M0187,Tracy Grant,2026-02-03,29,female,3006,08 3435 1751,False,steady,
M0384,Ronnie Wright,2025-01-20,25,prefer_not_to_say,3141,6518.2755,False,winback,
M0160,Veronica Silva,2026-01-20,18,male,3006,+61-409-749-930,False,steady,
M0013,David Bradley,2025-05-20,31,male,3004,1718.2278,False,steady,
M0036,Cheryl Ortega,2025-04-05,33,prefer_not_to_say,3006,+61 3 9946 8044,False,steady,
M0029,Brittany Anderson,2025-05-29,20,prefer_not_to_say,3007,(07)-0533-1586,True,steady,
M0171,Michelle Smith,2025-05-18,25,prefer_not_to_say,3556,(07).9329.6685,False,steady,
M0143,Micheal Osborn,2026-05-03,33,male,3008,+61.455.188.442,False,steady,
M0399,Kara Brown,2026-06-13,31,male,3556,+61 2 1492 1643,False,winback,
M0343,Veronica Smith,2025-06-14,29,female,3182,+61.457.399.305,False,sleeping_dog,2026-09-03T17:36:00
M0222,James Thomas,2026-08-30,18,male,3220,+61 8 9296 6278,False,new_joiner,
M0096,Nichole Alvarez,2026-01-13,23,prefer_not_to_say,3007,(02)78390847,False,steady,
M0052,Jeffrey Wood,2025-11-07,36,female,3350,0450 671 657,False,steady,
M0241,Rachel Leon,2026-09-09,28,female,3008,0861379180,False,new_joiner,
M0485,Christina Maldonado,2025-03-26,32,male,3005,(07).9465.1909,False,winback,
M0379,Lisa Craig,2026-02-01,42,female,3007,(03)02146566,True,sleeping_dog,
M0179,Arthur Mcknight,2026-04-10,47,female,3006,7046.2265,False,steady,
M0042,Natasha Wells,2026-03-16,23,prefer_not_to_say,3004,(03) 4873 4714,False,steady,
M0499,James Turner,2025-05-31,18,prefer_not_to_say,3556,0436-674-286,True,winback,
M0422,Corey Sandoval,2024-12-15,25,male,3007,0428.861.957,False,winback,
M0207,James Taylor,2025-06-24,39,female,3006,(07)-7212-6464,False,steady,
M0283,Peter Perez,2025-11-18,24,prefer_not_to_say,3121,6868-7937,True,sliding,
M0255,Valerie Thomas,2026-08-23,42,male,3005,(02) 0386 5719,False,new_joiner,
M0413,Jonathan Parks,2026-04-12,33,female,3220,(02).0528.1273,False,winback,
M0005,Patricia Galloway,2026-04-11,37,prefer_not_to_say,3006,0264752553,False,steady,
M0257,Tammy Long,2026-08-25,18,male,3005,(07).7431.3291,False,new_joiner,
M0449,Ricardo Franklin,2026-01-29,46,male,3007,+61 7 6999 8808,False,winback,
M0101,Parker Cain,2025-04-04,31,male,3006,0409-885-165,True,steady,
M0227,Martha Wright,2026-09-02,29,female,3007,7451-7133,True,new_joiner,
M0430,Joshua Hernandez,2025-05-30,34,prefer_not_to_say,3006,0432 067 998,False,winback,
M0214,Amanda Terrell,2025-04-03,25,female,3007,+61.465.610.143,True,steady,
M0172,Michael Lopez,2026-03-26,30,female,3006,08 5304 6374,False,steady,
M0099,Ricky Wilson,2025-12-02,36,female,3121,+61-483-673-657,False,steady,
M0293,Corey Whitaker,2026-03-23,25,prefer_not_to_say,3556,3070-5345,False,sliding,
M0216,Alexander Garcia,2026-08-28,35,female,3007,+61-2-1254-5738,True,new_joiner,
M0062,Tiffany Miller,2025-08-25,39,prefer_not_to_say,3121,0286999386,True,steady,
M0048,Trevor Fisher,2026-02-22,18,female,3182,7080.5310,False,steady,
M0033,Debbie Carpenter,2025-07-08,47,female,3006,(02) 1965 5698,False,steady,
M0268,Oscar Howard,2025-08-16,25,prefer_not_to_say,3006,0405.992.937,False,sliding,
M0328,Tracey Carter,2025-07-18,36,female,3005,0451 027 261,False,sleeping_dog,
M0201,Justin Knight,2025-05-30,48,female,3006,+61 7 6218 5016,True,steady,
M0447,Jacqueline Christian,2026-02-20,24,male,3556,+61822330604,False,winback,
M0028,Mandy Green,2026-05-02,21,male,3006,+61.8.8011.2805,True,steady,
M0425,Dawn Nixon,2026-04-13,18,prefer_not_to_say,3008,+61.8.0049.0824,False,winback,
M0231,Bernard Norton,2026-08-31,24,male,3007,6845.7759,False,new_joiner,
M0261,Brenda Smith,2026-09-02,41,prefer_not_to_say,3121,0336519941,False,new_joiner,
M0289,Laura Kennedy,2025-11-08,35,female,3007,07-6299-6065,True,sliding,
M0163,Matthew Fox,2025-10-20,37,prefer_not_to_say,3006,(03).7858.5497,True,steady,
M0426,William Lewis,2026-05-05,34,prefer_not_to_say,3141,(02).4888.9921,False,winback,
M0139,Jessica Fowler,2025-09-20,36,female,3007,1658-2029,False,steady,
M0063,Jeremy Dalton,2026-04-16,39,male,3182,+61-7-9909-1334,False,steady,
M0136,Cheryl Kelly,2025-08-26,22,prefer_not_to_say,3350,5415-6676,False,steady,
M0129,Thomas Kennedy,2025-07-14,18,female,3556,08 7901 0432,False,steady,
M0477,Lori Vaughn,2025-10-16,37,male,3182,+61.7.4538.1792,False,winback,
M0009,Kevin Cox,2026-06-08,33,prefer_not_to_say,3121,08 1012 2691,False,steady,
M0327,Lisa Kennedy,2025-12-02,31,prefer_not_to_say,3005,+61.457.113.055,False,sleeping_dog,2026-08-24T18:01:00
M0464,Robert Mclaughlin,2025-11-30,18,prefer_not_to_say,3007,08.6055.8303,False,winback,
M0065,Michael Warner,2026-04-11,35,female,3006,+61.2.3493.6183,True,steady,
M0301,Andrew Erickson,2026-01-04,26,prefer_not_to_say,3008,0435.387.584,False,sliding,
M0015,George Chapman,2026-03-01,29,prefer_not_to_say,3006,0301031051,False,steady,
M0157,Robert Morgan,2025-05-28,37,prefer_not_to_say,3008,(03)39868000,False,steady,
M0041,John Schmidt,2025-05-01,23,prefer_not_to_say,3121,0495-798-687,True,steady,
M0380,Kelly Mclaughlin,2025-08-29,44,male,3350,1848.9554,True,sleeping_dog,
M0469,Chelsea Wilson,2026-01-06,28,female,3556,(07)-0461-7357,False,winback,
M0404,Linda Robles,2026-05-24,23,male,3008,0453-686-632,False,winback,
M0217,Mr. Jeffrey Horton,2026-08-29,22,male,3008,(02).4010.5123,False,new_joiner,
M0280,Edward Stanley,2026-03-07,27,female,3007,+61 473 103 241,False,sliding,
M0435,Thomas Hall,2026-03-15,19,female,3220,+61.452.110.392,False,winback,
M0431,Jeffrey Hartman,2025-12-08,29,female,3005,03 5179 0864,False,winback,
M0338,Amy Manning,2025-12-18,18,male,3008,08.3598.9334,True,sleeping_dog,
M0237,Nicholas Garcia,2026-08-26,38,female,3008,(07).4262.2189,False,new_joiner,
M0208,Mr. David Wright,2025-12-21,24,prefer_not_to_say,3350,+61-479-937-124,False,steady,
M0213,Karen Morales DDS,2026-02-13,32,female,3141,+61-2-5891-1352,False,steady,
M0296,Megan Adams,2025-11-08,20,prefer_not_to_say,3007,+61-2-0722-9034,True,sliding,
M0458,Christine Lopez,2026-01-29,31,female,3005,5020-9945,False,winback,
M0252,Patricia Collins,2026-08-27,18,prefer_not_to_say,3350,8705.3494,False,new_joiner,2026-09-11T17:17:00
M0489,Vanessa Taylor,2025-09-10,19,female,3006,08 7969 2786,False,winback,
M0487,Jennifer Flores,2025-04-22,40,female,3007,+61 8 6683 2723,False,winback,
M0304,Lauren Blackburn,2026-01-10,30,female,3220,7381.6846,True,sliding,
M0351,Kyle Medina,2026-02-14,22,male,3350,4353.6822,False,sleeping_dog,
M0270,Christina Anderson,2026-01-27,38,male,3556,07-0029-2185,True,sliding,
M0202,Billy Jacobs,2025-12-08,27,prefer_not_to_say,3007,+61 496 504 773,False,steady,
M0162,Jason Gutierrez,2026-05-22,42,female,3007,08.8970.2838,True,steady,
M0044,Joshua Perry,2026-05-11,18,female,3121,08.6909.6705,False,steady,
M0218,Kristen Rivera,2026-09-04,33,prefer_not_to_say,3004,+61-8-3622-6609,False,new_joiner,
M0402,Gregory Fernandez,2026-04-14,40,prefer_not_to_say,3008,7456.4240,True,winback,
M0191,Jacqueline Gutierrez,2026-03-26,40,male,3007,0432.048.996,True,steady,
M0310,Michael Anderson,2025-10-21,19,female,3556,+61732603323,False,sliding,
M0260,Megan Green,2026-08-23,35,female,3350,02-6788-3171,False,new_joiner,2026-09-06T11:42:00
M0106,Jacob Griffith,2026-05-25,28,male,3007,0491.022.901,True,steady,
M0054,David Michael,2025-06-27,35,female,3007,(08) 3799 6507,False,steady,
M0390,Derrick Mullen,2026-07-05,46,male,3005,(07).2763.6556,False,winback,
M0002,Jonathan Johnson,2026-05-08,23,male,3007,08.3794.0265,False,steady,
M0442,James Taylor,2026-03-27,40,prefer_not_to_say,3220,+61 3 6392 6495,True,winback,
M0483,Erika Davis,2025-06-16,40,female,3008,+61.3.4619.1965,False,winback,
M0050,David Wood,2025-12-29,21,male,3004,+61 491 241 904,False,steady,
M0420,Mitchell Smith,2024-12-31,20,male,3007,08.1705.8650,False,winback,
M0081,Anthony Howard,2025-10-04,21,prefer_not_to_say,3121,+61-3-3869-2221,False,steady,
M0206,Linda Mueller,2026-03-02,29,female,3006,+61 2 4661 8398,False,steady,
M0035,Tammie Hanson,2025-06-20,18,female,3005,+61.414.846.564,False,steady,
M0264,Manuel Sanchez,2026-09-10,26,female,3121,(08)-6870-1462,False,new_joiner,
M0428,Misty Mcguire,2025-10-15,18,prefer_not_to_say,3121,08-9194-0961,False,winback,
M0367,Willie Dillon,2025-11-22,45,prefer_not_to_say,3008,03-6929-2984,False,sleeping_dog,
M0092,David Cox,2025-06-27,44,male,3005,+61.458.506.431,False,steady,
M0340,Dawn Rivera,2026-02-10,28,female,3008,02 2590 9479,False,sleeping_dog,
M0474,Christopher Wilson,2024-08-31,19,prefer_not_to_say,3141,+61 488 138 585,True,winback,
M0053,Jessica Gross,2025-07-09,21,male,3006,+61-449-877-694,False,steady,2026-08-24T15:43:00
M0346,Jessica Garcia,2025-06-03,42,female,3008,0461-207-501,False,sleeping_dog,2026-08-25T20:22:00
M0265,Marvin Robles,2026-08-30,29,male,3121,0265787598,False,new_joiner,
M0242,Dr. Bonnie Valencia,2026-08-31,22,male,3121,0465.827.109,False,new_joiner,
M0014,Joseph Obrien,2025-09-11,25,male,3220,03.4657.8713,False,steady,2026-09-09T18:57:00
M0316,Joyce Madden,2025-09-09,18,male,3008,(08) 0120 4556,False,sliding,
M0089,Kaitlyn Harvey,2025-09-14,18,prefer_not_to_say,3350,0459-317-461,False,steady,
M0388,Joseph Henderson,2026-07-19,28,female,3006,0408-562-718,False,winback,
M0274,Ashley Crawford,2026-04-20,32,female,3005,(02).3552.1570,False,sliding,
M0167,David Garcia,2026-06-13,20,prefer_not_to_say,3007,(08).1208.2677,True,steady,
M0329,Craig Martinez,2025-07-16,42,male,3004,+61 3 7351 6091,False,sleeping_dog,
M0493,Kimberly Riley,2025-07-25,32,prefer_not_to_say,3004,+61 405 807 787,False,winback,
M0135,Dakota Moody,2026-04-02,27,female,3004,5486-8740,False,steady,
M0307,Penny Anderson,2026-03-20,34,prefer_not_to_say,3008,+61-8-6676-0083,False,sliding,
M0481,Jennifer Gutierrez,2025-10-09,22,male,3220,+61 438 276 153,False,winback,
M0320,Lisa Huffman,2026-02-07,29,prefer_not_to_say,3006,08 7167 0145,False,sliding,
M0244,Kimberly Hernandez,2026-08-22,33,male,3182,4183.2856,False,new_joiner,2026-08-27T18:50:00
M0055,Catherine Lewis,2026-05-24,24,prefer_not_to_say,3006,(07) 4948 0831,False,steady,
M0364,Diana Hernandez,2025-02-15,23,female,3006,07-9136-5177,True,sleeping_dog,
M0051,Susan Brooks,2025-06-09,36,male,3121,02.9314.9190,False,steady,
M0457,Matthew Chavez,2025-03-01,18,male,3006,+61.2.9903.8498,False,winback,
M0175,William Brooks,2025-03-25,37,male,3005,0478-339-187,True,steady,2026-09-05T13:50:00
M0446,Keith Hall,2026-02-15,35,male,3008,0305172897,False,winback,
M0190,Jamie Ferguson,2026-02-19,27,male,3006,(07)45877175,False,steady,
M0497,Michael Washington,2025-09-09,27,female,3004,0405 129 276,False,winback,
M0188,Sandra Williams,2026-03-14,18,prefer_not_to_say,3006,+61 2 1398 3735,False,steady,
M0170,William Daniels,2026-03-01,18,male,3005,+61387431527,False,steady,
M0059,Veronica Wall,2025-09-19,28,female,3556,(03)-5240-8240,False,steady,
M0049,Tiffany Gonzalez,2025-09-21,39,prefer_not_to_say,3007,9232 7193,False,steady,
M0345,Matthew Flores,2025-05-22,30,prefer_not_to_say,3005,1288.0133,False,sleeping_dog,
M0236,Kevin Stone,2026-09-06,35,male,3004,+61.2.0516.2713,False,new_joiner,
M0253,Dana Richardson,2026-08-22,31,female,3141,+61383206038,True,new_joiner,
M0022,Scott Powell,2025-06-01,28,male,3008,0439.909.169,False,steady,
M0314,Mr. Richard Decker DVM,2025-11-28,24,prefer_not_to_say,3008,(08)42087375,True,sliding,
M0460,Andrew Mack,2025-12-31,35,prefer_not_to_say,3008,(07).6168.1472,False,winback,
M0161,Carolyn Fuller,2026-02-05,22,male,3008,+61 462 309 130,False,steady,
M0277,Angela Jackson,2025-09-10,41,prefer_not_to_say,3141,+61 3 1815 9970,False,sliding,
M0444,Krystal Moore,2025-06-29,47,female,3350,8812.5205,True,winback,
M0192,Craig Hall,2026-05-01,24,female,3220,0437.854.777,True,steady,
M0386,David Montgomery,2025-01-21,37,prefer_not_to_say,3121,02 1179 0807,False,winback,
M0294,Kathy Reid,2026-01-17,35,prefer_not_to_say,3008,03579727,False,sliding,
M0414,Justin Newman,2026-01-28,28,female,3141,(08)30652407,False,winback,
M0344,Robert Wilson,2025-06-08,20,female,3006,(07) 0858 8770,False,sleeping_dog,
M0258,Christopher Owens,2026-09-11,18,female,3220,+61-2-8537-4741,True,new_joiner,
M0309,Jonathan Torres,2025-11-24,24,female,3006,0447.8985,False,sliding,
M0150,Jennifer Fowler,2026-04-02,27,prefer_not_to_say,3006,+61747364710,False,steady,
M0131,Brian Stein,2026-01-21,27,male,3005,+61 480 893 246,False,steady,
M0152,David Martinez,2025-03-25,22,prefer_not_to_say,3006,+61.3.2104.6963,False,steady,
M0360,Tracy Fitzgerald,2025-05-25,35,male,3182,+61703731453,False,sleeping_dog,2026-08-23T12:38:00
M0100,Nicholas Edwards,2025-06-06,41,female,3141,(07).5271.1116,False,steady,
M0373,Brian Simmons,2025-02-05,36,male,3350,0444.869.594,False,sleeping_dog,
M0088,Richard Smith,2025-05-14,18,prefer_not_to_say,3005,0417-549-651,False,steady,2026-08-28T10:19:00
M0459,Amber Butler,2024-08-22,32,male,3141,03-4999-8279,False,winback,
M0331,Mr. Thomas Thompson,2025-06-13,26,female,3005,0422.169.958,False,sleeping_dog,
M0215,Kelly Carpenter,2026-06-06,31,female,3350,0437.567.982,False,steady,
M0467,Julia Olsen,2026-02-12,29,prefer_not_to_say,3004,8495-8803,False,winback,
M0122,Jessica Cox,2025-08-03,41,prefer_not_to_say,3220,(07)23573322,False,steady,
M0500,Timothy Cole,2026-01-21,19,female,3141,+61.458.018.569,False,winback,
M0021,Amy Silva,2025-12-17,42,female,3182,0482 081 219,False,steady,
M0189,Terry Lewis,2025-05-27,37,prefer_not_to_say,3005,02.7393.6385,False,steady,
M0072,Lori Wolf,2025-07-01,18,female,3005,07.8247.7109,True,steady,
M0107,Matthew Tucker,2025-09-03,47,prefer_not_to_say,3220,+61.8.4381.5614,True,steady,
M0271,Jacqueline Mcmahon,2025-11-14,45,prefer_not_to_say,3141,+61 2 5452 2675,False,sliding,
M0349,Michael Obrien,2025-10-03,22,prefer_not_to_say,3121,(08)-6607-2832,False,sleeping_dog,
M0436,Samantha Smith,2026-02-27,22,prefer_not_to_say,3006,47705383,False,winback,
M0103,John Boone,2026-03-01,23,female,3004,(07)14936899,False,steady,
